,poemname,linenumber,word,country,Latitude,Longitude
558,That Harp You Play So Well,5,homer,Greece,38.9953683,21.9877132
559,"The mind, intractable thing",20,zeus,Greece,38.9953683,21.9877132
560,Dream,8,northwestern,Greece,38.9953683,21.9877132
561,I’ve been Thinking . . .,21,atlas,Greece,38.9953683,21.9877132
562,Enough,8,mason,Greece,38.9953683,21.9877132
563,An Octopus,92,ptarmigan,Greenland,77.6192349,-42.8125967
564,An Octopus,117,pony,Greenland,77.6192349,-42.8125967
565,Nine Nectarines and Other Porcelain,79,pony,Greenland,77.6192349,-42.8125967
566,Pigeons,86,pony,Greenland,77.6192349,-42.8125967
567,Blue Bug,1,pony,Greenland,77.6192349,-42.8125967
568,Blue Bug,6,pony,Greenland,77.6192349,-42.8125967
569,Old Amusement Park,15,pony,Greenland,77.6192349,-42.8125967
570,Old Amusement Park,20,pony,Greenland,77.6192349,-42.8125967
571,Old Amusement Park,21,pony,Greenland,77.6192349,-42.8125967
572,Baseball and Writing,86,orion,Greenland,77.6192349,-42.8125967
573,Nine Nectarines and Other Porcelain,82,antelope,India,22.3511148,78.6677428
574,Tippoo’s Tiger,10,antelope,India,22.3511148,78.6677428
575,Diligence is to Magic as Progress is to Flight,1,elephant,India,22.3511148,78.6677428
576,Diligence is to Magic as Progress is to Flight,5,elephant,India,22.3511148,78.6677428
577,Poetry,16,elephant,India,22.3511148,78.6677428
578,My Apish Cousins,2,elephant,India,22.3511148,78.6677428
579,Black Earth,18,elephant,India,22.3511148,78.6677428
580,Black Earth,54,elephant,India,22.3511148,78.6677428
581,"Part of a Novel, Part of a Poem, Part of a Play",131,elephant,India,22.3511148,78.6677428
582,The Buffalo,24,elephant,India,22.3511148,78.6677428
583,The Old Dominion,334,elephant,India,22.3511148,78.6677428
584,The Pangolin,60,elephant,India,22.3511148,78.6677428
585,Elephants,0,elephant,India,22.3511148,78.6677428
586,Elephants,18,elephant,India,22.3511148,78.6677428
587,Elephants,26,elephant,India,22.3511148,78.6677428
588,Elephants,34,elephant,India,22.3511148,78.6677428
589,Elephants,42,elephant,India,22.3511148,78.6677428
590,Elephants,47,elephant,India,22.3511148,78.6677428
591,Elephants,70,elephant,India,22.3511148,78.6677428
592,Voracities and Verities Sometimes are Interacting,7,elephant,India,22.3511148,78.6677428
593,Efforts of Affection,15,elephant,India,22.3511148,78.6677428
594,Rescue with Yul Brynner,31,elephant,India,22.3511148,78.6677428
595,Old Amusement Park,11,elephant,India,22.3511148,78.6677428
596,Charity Overcoming Envy,6,elephant,India,22.3511148,78.6677428
597,Charity Overcoming Envy,17,elephant,India,22.3511148,78.6677428
598,Charity Overcoming Envy,26,elephant,India,22.3511148,78.6677428
599,To the Peacock of France,0,peacock,India,22.3511148,78.6677428
600,To the Peacock of France,12,peacock,India,22.3511148,78.6677428
601,People’s Surroundings,20,peacock,India,22.3511148,78.6677428
602,"Part of a Novel, Part of a Poem, Part of a Play",15,peacock,India,22.3511148,78.6677428
603,"Part of a Novel, Part of a Poem, Part of a Play",17,peacock,India,22.3511148,78.6677428
604,The Jerboa,10,peacock,India,22.3511148,78.6677428
605,The Frigate Pelican,67,peacock,India,22.3511148,78.6677428
606,Nine Nectarines and Other Porcelain,61,peacock,India,22.3511148,78.6677428
607,Spenser’s Ireland,48,peacock,India,22.3511148,78.6677428
608,Arthur Mitchell,9,peacock,India,22.3511148,78.6677428
609,The Monkey Puzzler,1,lemur,India,22.3511148,78.6677428
610,Four Quartz Crystal Clocks,27,lemur,India,22.3511148,78.6677428
611,The Monkey Puzzler,5,tiger,India,22.3511148,78.6677428
612,The Monkey Puzzler,10,tiger,India,22.3511148,78.6677428
613,"Part of a Novel, Part of a Poem, Part of a Play",37,tiger,India,22.3511148,78.6677428
614,"Part of a Novel, Part of a Poem, Part of a Play",122,tiger,India,22.3511148,78.6677428
615,The Buffalo,45,tiger,India,22.3511148,78.6677428
616,The Old Dominion,236,tiger,India,22.3511148,78.6677428
617,The Old Dominion,296,tiger,India,22.3511148,78.6677428
618,Elephants,69,tiger,India,22.3511148,78.6677428
619,Voracities and Verities Sometimes are Interacting,8,tiger,India,22.3511148,78.6677428
620,Tom Fool at Jamaica,38,tiger,India,22.3511148,78.6677428
621,"Saint Nicholas,",5,tiger,India,22.3511148,78.6677428
622,Baseball and Writing,73,tiger,India,22.3511148,78.6677428
623,Tippoo’s Tiger,0,tiger,India,22.3511148,78.6677428
624,Tippoo’s Tiger,1,tiger,India,22.3511148,78.6677428
625,Tippoo’s Tiger,2,tiger,India,22.3511148,78.6677428
626,Tippoo’s Tiger,15,tiger,India,22.3511148,78.6677428
627,Tippoo’s Tiger,19,tiger,India,22.3511148,78.6677428
628,Tippoo’s Tiger,21,tiger,India,22.3511148,78.6677428
629,Tippoo’s Tiger,22,tiger,India,22.3511148,78.6677428
630,Old Tiger,0,tiger,India,22.3511148,78.6677428
631,People’s Surroundings,48,hibiscus,India,22.3511148,78.6677428
632,The Old Dominion,89,hibiscus,India,22.3511148,78.6677428
633,People’s Surroundings,83,hall,India,22.3511148,78.6677428
634,In the Public Garden,11,hall,India,22.3511148,78.6677428
635,Carnegie Hall: Rescued,0,hall,India,22.3511148,78.6677428
636,Carnegie Hall: Rescued,8,hall,India,22.3511148,78.6677428
637,Carnegie Hall: Rescued,25,hall,India,22.3511148,78.6677428
638,Marriage,56,serpent,India,22.3511148,78.6677428
639,"Part of a Novel, Part of a Poem, Part of a Play",40,serpent,India,22.3511148,78.6677428
640,The Jerboa,19,serpent,India,22.3511148,78.6677428
641,The Jerboa,28,serpent,India,22.3511148,78.6677428
642,The Jerboa,77,serpent,India,22.3511148,78.6677428
643,Camellia Sabina,55,serpent,India,22.3511148,78.6677428
644,The Plumet Basilisk,55,serpent,India,22.3511148,78.6677428
645,The Plumet Basilisk,132,serpent,India,22.3511148,78.6677428
646,Nine Nectarines and Other Porcelain,70,serpent,India,22.3511148,78.6677428
647,An Octopus,37,lake,India,22.3511148,78.6677428
648,The Plumet Basilisk,12,lake,India,22.3511148,78.6677428
649,The Plumet Basilisk,14,lake,India,22.3511148,78.6677428
650,The Buffalo,33,lake,India,22.3511148,78.6677428
651,See in the Midst of Fair Leaves,4,lake,India,22.3511148,78.6677428
652,He “Digesteth Harde Yron”,42,lake,India,22.3511148,78.6677428
653,Style,15,lake,India,22.3511148,78.6677428
654,An Octopus,127,indian,India,22.3511148,78.6677428
655,The Buffalo,32,indian,India,22.3511148,78.6677428
656,The Buffalo,49,indian,India,22.3511148,78.6677428
657,Pigeons,86,indian,India,22.3511148,78.6677428
658,The Old Dominion,34,indian,India,22.3511148,78.6677428
659,The Old Dominion,44,indian,India,22.3511148,78.6677428
660,The Old Dominion,107,indian,India,22.3511148,78.6677428
661,An Octopus,206,date,India,22.3511148,78.6677428
662,The Jerboa,31,date,India,22.3511148,78.6677428
663,Sea Unicorns and Land Unicorns,30,garland,India,22.3511148,78.6677428
664,Rosemary,5,garland,India,22.3511148,78.6677428
665,"Part of a Novel, Part of a Poem, Part of a Play",39,banyan,India,22.3511148,78.6677428
666,Pigeons,4,banyan,India,22.3511148,78.6677428
667,The Jerboa,57,jasmine,India,22.3511148,78.6677428
668,The Plumet Basilisk,26,fairy,India,22.3511148,78.6677428
669,The Frigate Pelican,24,fairy,India,22.3511148,78.6677428
670,Spenser’s Ireland,35,fairy,India,22.3511148,78.6677428
671,Apparition of Splendor,17,fairy,India,22.3511148,78.6677428
672,Apparition of Splendor,25,fairy,India,22.3511148,78.6677428
673,In the Public Garden,20,fairy,India,22.3511148,78.6677428
674,Rescue with Yul Brynner,48,fairy,India,22.3511148,78.6677428
675,The Plumet Basilisk,53,myristica,India,22.3511148,78.6677428
676,The Buffalo,7,curry,India,22.3511148,78.6677428
677,The Buffalo,35,buddha,India,22.3511148,78.6677428
678,Elephants,32,buddha,India,22.3511148,78.6677428
679,Elephants,60,buddha,India,22.3511148,78.6677428
680,The Old Dominion,65,settee,India,22.3511148,78.6677428
681,Then the Ermine:,20,settee,India,22.3511148,78.6677428
682,The Old Dominion,89,mimosa,India,22.3511148,78.6677428
683,The Old Dominion,248,mimosa,India,22.3511148,78.6677428
684,For February 14th,10,mimosa,India,22.3511148,78.6677428
685,The Old Dominion,300,india,India,22.3511148,78.6677428
686,The Old Dominion,319,sanskrit,India,22.3511148,78.6677428
687,Elephants,17,mahout,India,22.3511148,78.6677428
688,The Arctic Ox (or Goat),28,cashmere,India,22.3511148,78.6677428
689,Baseball and Writing,39,yogi,India,22.3511148,78.6677428
690,Nevertheless,10,kok,Indonesia,-2.4833826,117.8902853
691,People’s Surroundings,20,persian,Iran,32.6475314,54.5643516
692,Marriage,68,persian,Iran,32.6475314,54.5643516
693,An Octopus,141,persian,Iran,32.6475314,54.5643516
694,Camellia Sabina,46,persian,Iran,32.6475314,54.5643516
695,Nine Nectarines and Other Porcelain,20,persian,Iran,32.6475314,54.5643516
696,The Old Dominion,124,persian,Iran,32.6475314,54.5643516
697,Armor’s Undermining Modesty,8,persian,Iran,32.6475314,54.5643516
698,The Sycamore,18,persian,Iran,32.6475314,54.5643516
699,Diogenes,9,persian,Iran,32.6475314,54.5643516
700,Diogenes,10,persian,Iran,32.6475314,54.5643516
701,The Pangolin,107,griffon,Iran,32.6475314,54.5643516
702,Armor’s Undermining Modesty,5,backgammon,Iran,32.6475314,54.5643516
703,Leonardo da Vinci’s,35,astronomy,Iran,32.6475314,54.5643516
704,Blessed is the Man,33,sultan,Iran,32.6475314,54.5643516
705,UK,7,goat,Iraq,33.0955793,44.1749775
706,People’s Surroundings,50,goat,Iraq,33.0955793,44.1749775
707,An Octopus,31,goat,Iraq,33.0955793,44.1749775
708,An Octopus,44,goat,Iraq,33.0955793,44.1749775
709,An Octopus,60,goat,Iraq,33.0955793,44.1749775
710,An Octopus,155,goat,Iraq,33.0955793,44.1749775
711,The Wood-Weasel,5,goat,Iraq,33.0955793,44.1749775
712,Hometown Piece for Messrs. Alston and Reese,53,goat,Iraq,33.0955793,44.1749775
713,The Arctic Ox (or Goat),0,goat,Iraq,33.0955793,44.1749775
714,The Arctic Ox (or Goat),15,goat,Iraq,33.0955793,44.1749775
715,Those Various Scalpels,6,scimitar,Iraq,33.0955793,44.1749775
716,The Plumet Basilisk,119,harp,Iraq,33.0955793,44.1749775
717,Spenser’s Ireland,15,harp,Iraq,33.0955793,44.1749775
718,Efforts of Affection,2,harp,Iraq,33.0955793,44.1749775
719,Armor’s Undermining Modesty,18,harp,Iraq,33.0955793,44.1749775
720,Logic and “The Magic Flute”,9,harp,Iraq,33.0955793,44.1749775
721,Combat Cultural,10,harp,Iraq,33.0955793,44.1749775
722,That Harp You Play So Well,0,harp,Iraq,33.0955793,44.1749775
723,That Harp You Play So Well,16,harp,Iraq,33.0955793,44.1749775
724,The Staff of Aesculapius,26,sumerian,Iraq,33.0955793,44.1749775
725,Melchior Vulpius,19,crescendo,Iraq,33.0955793,44.1749775
726,"“The Bricks are Fallen Down, We Will Build with Hewn Stones. The Sycamores are Cut Down, We Will Change to Cedars.”",10,famine,Ireland,52.865196,-7.9794599
727,Leonardo da Vinci’s,31,famine,Ireland,52.865196,-7.9794599
728,To Statecraft Embalmed,9,sovereignty,Ireland,52.865196,-7.9794599
729,Leonardo da Vinci’s,40,sovereignty,Ireland,52.865196,-7.9794599
730,To be Liked by You Would be a Calamity,7,steel,Ireland,52.865196,-7.9794599
731,People’s Surroundings,13,steel,Ireland,52.865196,-7.9794599
732,Marriage,11,steel,Ireland,52.865196,-7.9794599
733,Sea Unicorns and Land Unicorns,6,steel,Ireland,52.865196,-7.9794599
734,The Jerboa,139,steel,Ireland,52.865196,-7.9794599
735,The Plumet Basilisk,127,steel,Ireland,52.865196,-7.9794599
736,What are Years?,21,steel,Ireland,52.865196,-7.9794599
737,His Shield,25,steel,Ireland,52.865196,-7.9794599
738,The Icosasphere,13,steel,Ireland,52.865196,-7.9794599
739,Armor’s Undermining Modesty,42,steel,Ireland,52.865196,-7.9794599
740,Granite and Steel,0,steel,Ireland,52.865196,-7.9794599
741,Granite and Steel,6,steel,Ireland,52.865196,-7.9794599
742,Granite and Steel,26,steel,Ireland,52.865196,-7.9794599
743,Charity Overcoming Envy,24,steel,Ireland,52.865196,-7.9794599
744,Sojourn in the Whale,4,ireland,Ireland,52.865196,-7.9794599
745,Spenser’s Ireland,0,ireland,Ireland,52.865196,-7.9794599
746,Spenser’s Ireland,14,ireland,Ireland,52.865196,-7.9794599
747,People’s Surroundings,23,waterford,Ireland,52.865196,-7.9794599
748,Walking-Sticks and Paperweights and Watermarks,54,waterford,Ireland,52.865196,-7.9794599
749,Camellia Sabina,27,cork,Ireland,52.865196,-7.9794599
750,Armor’s Undermining Modesty,21,cork,Ireland,52.865196,-7.9794599
751,Spenser’s Ireland,24,irish,Ireland,52.865196,-7.9794599
752,Spenser’s Ireland,26,irish,Ireland,52.865196,-7.9794599
753,Spenser’s Ireland,34,irish,Ireland,52.865196,-7.9794599
754,Spenser’s Ireland,54,irish,Ireland,52.865196,-7.9794599
755,Spenser’s Ireland,72,irish,Ireland,52.865196,-7.9794599
756,Spenser’s Ireland,76,irish,Ireland,52.865196,-7.9794599
757,Then the Ermine:,21,ebony,Ireland,52.865196,-7.9794599
758,To a Strategist,1,jew,Israel,30.8124247,34.8594762
759,The Labors of Hercules,35,jew,Israel,30.8124247,34.8594762
760,A Carriage from Sweden,30,jew,Israel,30.8124247,34.8594762
761,In Distrust of Merits,41,jew,Israel,30.8124247,34.8594762
762,"In the Days of Prismatic Color,",1,adam,Israel,30.8124247,34.8594762
763,When I Buy Pictures,17,adam,Israel,30.8124247,34.8594762
764,Marriage,9,adam,Israel,30.8124247,34.8594762
765,Marriage,60,adam,Israel,30.8124247,34.8594762
766,Marriage,64,adam,Israel,30.8124247,34.8594762
767,Marriage,137,adam,Israel,30.8124247,34.8594762
768,An Octopus,194,adam,Israel,30.8124247,34.8594762
769,Marriage,49,paradise,Israel,30.8124247,34.8594762
770,Enough,4,paradise,Israel,30.8124247,34.8594762
771,For February 14th,14,paradise,Israel,30.8124247,34.8594762
772,The Buffalo,7,john,Israel,30.8124247,34.8594762
773,His Shield,7,john,Israel,30.8124247,34.8594762
774,Enough,20,john,Israel,30.8124247,34.8594762
775,Enough,24,john,Israel,30.8124247,34.8594762
776,The Arctic Ox (or Goat),1,john,Israel,30.8124247,34.8594762
777,Granite and Steel,29,john,Israel,30.8124247,34.8594762
778,In Lieu of the Lyre,29,john,Israel,30.8124247,34.8594762
779,Sea Unicorns and Land Unicorns,33,malachite,Israel,30.8124247,34.8594762
780,See in the Midst of Fair Leaves,5,angel,Israel,30.8124247,34.8594762
781,“Keeping Their World Large”,12,angel,Israel,30.8124247,34.8594762
782,By Disposition of Angels,0,angel,Israel,30.8124247,34.8594762
783,The Frigate Pelican,59,knight,Israel,30.8124247,34.8594762
784,Armor’s Undermining Modesty,25,knight,Israel,30.8124247,34.8594762
785,Armor’s Undermining Modesty,27,knight,Israel,30.8124247,34.8594762
786,Nevertheless,16,mandrake,Israel,30.8124247,34.8594762
787,“Keeping Their World Large”,19,apostle,Israel,30.8124247,34.8594762
788,“Keeping Their World Large”,19,christ,Israel,30.8124247,34.8594762
789,Rosemary,15,christ,Israel,30.8124247,34.8594762
790,Then the Ermine:,27,prophet,Israel,30.8124247,34.8594762
791,Melchior Vulpius,15,hallelujah,Israel,30.8124247,34.8594762
792,In the Public Garden,7,scriptural,Israel,30.8124247,34.8594762
793,For February 14th,19,noah,Israel,30.8124247,34.8594762
794,To Victor Hugo of My Crow Pluto,64,seraph,Israel,30.8124247,34.8594762
795,Fear is Hope,13,day,Italy,42.6384261,12.674297
797,Poetry,25,poet,Italy,42.6384261,12.674297
799,Poetry,27,poet,Italy,42.6384261,12.674297
801,Picking And Choosing,10,poet,Italy,42.6384261,12.674297
803,Bowls,22,poet,Italy,42.6384261,12.674297
805,"Part of a Novel, Part of a Poem, Part of a Play",141,poet,Italy,42.6384261,12.674297
807,Voracities and Verities Sometimes are Interacting,6,poet,Italy,42.6384261,12.674297
809,In the Public Garden,53,poet,Italy,42.6384261,12.674297
811,"The mind, intractable thing",4,poet,Italy,42.6384261,12.674297
813,"Mercifully,",2,poet,Italy,42.6384261,12.674297
815,UK,1,abbey,Italy,42.6384261,12.674297
817,The Pangolin,28,abbey,Italy,42.6384261,12.674297
819,The Labors of Hercules,26,saint,Italy,42.6384261,12.674297
821,Sea Unicorns and Land Unicorns,49,saint,Italy,42.6384261,12.674297
823,Efforts of Affection,12,saint,Italy,42.6384261,12.674297
825,"Saint Nicholas,",0,saint,Italy,42.6384261,12.674297
827,"Saint Nicholas,",35,saint,Italy,42.6384261,12.674297
829,"Saint Nicholas,",38,saint,Italy,42.6384261,12.674297
831,For February 14th,1,saint,Italy,42.6384261,12.674297
833,Leonardo da Vinci’s,1,saint,Italy,42.6384261,12.674297
835,Leonardo da Vinci’s,21,saint,Italy,42.6384261,12.674297
837,Leonardo da Vinci’s,22,saint,Italy,42.6384261,12.674297
839,Leonardo da Vinci’s,39,saint,Italy,42.6384261,12.674297
841,Carnegie Hall: Rescued,3,saint,Italy,42.6384261,12.674297
843,Carnegie Hall: Rescued,50,saint,Italy,42.6384261,12.674297
845,"Saint Valentine,",0,saint,Italy,42.6384261,12.674297
847,"Snakes, Mongooses, Snake-Charmers, and the Like",13,twig,Italy,42.6384261,12.674297
849,An Octopus,28,twig,Italy,42.6384261,12.674297
851,An Octopus,224,twig,Italy,42.6384261,12.674297
853,Marriage,291,roman,Italy,42.6384261,12.674297
855,The Jerboa,2,roman,Italy,42.6384261,12.674297
857,The Old Dominion,133,roman,Italy,42.6384261,12.674297
859,Armor’s Undermining Modesty,28,roman,Italy,42.6384261,12.674297
861,An Octopus,93,buckwheat,Italy,42.6384261,12.674297
863,An Octopus,147,paw,Italy,42.6384261,12.674297
865,Camellia Sabina,0,camellia,Italy,42.6384261,12.674297
867,Camellia Sabina,10,camellia,Italy,42.6384261,12.674297
869,Camellia Sabina,15,camellia,Italy,42.6384261,12.674297
871,Camellia Sabina,21,camellia,Italy,42.6384261,12.674297
873,The Old Dominion,93,camellia,Italy,42.6384261,12.674297
875,Walking-Sticks and Paperweights and Watermarks,86,umbrian,Italy,42.6384261,12.674297
877,The Old Dominion,141,mandolin,Italy,42.6384261,12.674297
879,The Pangolin,126,serge,Italy,42.6384261,12.674297
881,Rigorists,4,reino,Italy,42.6384261,12.674297
883,Spenser’s Ireland,58,lunula,Italy,42.6384261,12.674297
885,The Wood-Weasel,2,sylvan,Italy,42.6384261,12.674297
887,Armor’s Undermining Modesty,18,tribute,Italy,42.6384261,12.674297
889,Tom Fool at Jamaica,18,signor,Italy,42.6384261,12.674297
891,Tom Fool at Jamaica,18,cupola,Italy,42.6384261,12.674297
893,In the Public Garden,3,cupola,Italy,42.6384261,12.674297
895,Rosemary,11,robe,Italy,42.6384261,12.674297
897,Style,20,bull,Italy,42.6384261,12.674297
899,Hometown Piece for Messrs. Alston and Reese,35,roe,Italy,42.6384261,12.674297
901,A Talisman,7,lapis,Italy,42.6384261,12.674297
903,Sea Unicorns and Land Unicorns,33,lapis,Italy,42.6384261,12.674297
905,The Monkey Puzzler,1,pine,Japan,36.5748441,139.2394179
906,The Monkey Puzzler,10,pine,Japan,36.5748441,139.2394179
907,"Part of a Novel, Part of a Poem, Part of a Play",17,pine,Japan,36.5748441,139.2394179
908,The Jerboa,4,pine,Japan,36.5748441,139.2394179
909,The Old Dominion,159,pine,Japan,36.5748441,139.2394179
910,A Carriage from Sweden,23,pine,Japan,36.5748441,139.2394179
911,A Carriage from Sweden,24,pine,Japan,36.5748441,139.2394179
912,A Carriage from Sweden,47,pine,Japan,36.5748441,139.2394179
913,The Monkey Puzzler,19,chrysanthemum,Japan,36.5748441,139.2394179
914,The Labors of Hercules,5,piano,Japan,36.5748441,139.2394179
915,The Plumet Basilisk,96,piano,Japan,36.5748441,139.2394179
916,The Old Dominion,294,piano,Japan,36.5748441,139.2394179
917,“Keeping Their World Large”,14,piano,Japan,36.5748441,139.2394179
918,Nine Nectarines and Other Porcelain,1,peach,Japan,36.5748441,139.2394179
919,Nine Nectarines and Other Porcelain,8,peach,Japan,36.5748441,139.2394179
920,Nine Nectarines and Other Porcelain,18,peach,Japan,36.5748441,139.2394179
921,Nine Nectarines and Other Porcelain,48,peach,Japan,36.5748441,139.2394179
922,The Web One Weaves of Italy,6,peach,Japan,36.5748441,139.2394179
923,The Old Dominion,104,crape,Japan,36.5748441,139.2394179
924,The Old Dominion,303,crape,Japan,36.5748441,139.2394179
925,The Old Dominion,347,japanese,Japan,36.5748441,139.2394179
926,When I Buy Pictures,15,artichoke,Kyrgyzstan,41.5089324,74.724091
927,The Pangolin,4,artichoke,Kyrgyzstan,41.5089324,74.724091
928,The Pangolin,46,artichoke,Kyrgyzstan,41.5089324,74.724091
929,The Pangolin,63,artichoke,Kyrgyzstan,41.5089324,74.724091
930,Novices,15,cypress,Lebanon,33.8750629,35.843409
931,An Octopus,29,cypress,Lebanon,33.8750629,35.843409
932,The Old Dominion,161,cypress,Lebanon,33.8750629,35.843409
933,To a Chameleon,7,emerald,Madagascar,-18.9249604,46.4416422
934,A Grave,7,emerald,Madagascar,-18.9249604,46.4416422
935,Those Various Scalpels,15,emerald,Madagascar,-18.9249604,46.4416422
936,Marriage,68,emerald,Madagascar,-18.9249604,46.4416422
937,The Plumet Basilisk,129,emerald,Madagascar,-18.9249604,46.4416422
938,The Plumet Basilisk,130,emerald,Madagascar,-18.9249604,46.4416422
939,The Old Dominion,4,emerald,Madagascar,-18.9249604,46.4416422
940,Voracities and Verities Sometimes are Interacting,2,emerald,Madagascar,-18.9249604,46.4416422
941,Tippoo’s Tiger,7,emerald,Madagascar,-18.9249604,46.4416422
942,"Snakes, Mongooses, Snake-Charmers, and the Like",0,mongoose,Madagascar,-18.9249604,46.4416422
943,"Snakes, Mongooses, Snake-Charmers, and the Like",3,mongoose,Madagascar,-18.9249604,46.4416422
944,The Jerboa,29,mongoose,Madagascar,-18.9249604,46.4416422
945,The Jerboa,80,mongoose,Madagascar,-18.9249604,46.4416422
946,An Octopus,54,topaz,Madagascar,-18.9249604,46.4416422
947,An Octopus,54,tourmaline,Madagascar,-18.9249604,46.4416422
948,The Jerboa,18,baboon,Madagascar,-18.9249604,46.4416422
949,Old Tiger,2,baboon,Madagascar,-18.9249604,46.4416422
950,The Old Dominion,290,tropical,Madagascar,-18.9249604,46.4416422
951,He “Digesteth Harde Yron”,2,madagascar,Madagascar,-18.9249604,46.4416422
952,The Plumet Basilisk,41,malay,Malaysia,4.5693754,102.2656823
953,The Plumet Basilisk,52,malay,Malaysia,4.5693754,102.2656823
954,New York,21,berry,Mali,16.3700359,-2.2900239
955,An Octopus,52,berry,Mali,16.3700359,-2.2900239
956,The Plumet Basilisk,82,berry,Mali,16.3700359,-2.2900239
957,Counseil to a Bacheler,1,library,Mali,16.3700359,-2.2900239
958,The Sycamore,21,maltese,Malta,35.8885993,14.4476911
959,When I Buy Pictures,17,silver,Mexico,23.6585116,-102.0077097
960,Those Various Scalpels,20,silver,Mexico,23.6585116,-102.0077097
961,People’s Surroundings,51,silver,Mexico,23.6585116,-102.0077097
962,An Octopus,31,silver,Mexico,23.6585116,-102.0077097
963,Sea Unicorns and Land Unicorns,81,silver,Mexico,23.6585116,-102.0077097
964,The Jerboa,90,silver,Mexico,23.6585116,-102.0077097
965,The Plumet Basilisk,152,silver,Mexico,23.6585116,-102.0077097
966,Armor’s Undermining Modesty,30,silver,Mexico,23.6585116,-102.0077097
967,Rosemary,8,silver,Mexico,23.6585116,-102.0077097
968,Rescue with Yul Brynner,31,silver,Mexico,23.6585116,-102.0077097
969,Tippoo’s Tiger,3,silver,Mexico,23.6585116,-102.0077097
970,He Made This Screen,1,silver,Mexico,23.6585116,-102.0077097
971,People’s Surroundings,13,oak,Mexico,23.6585116,-102.0077097
972,The Old Dominion,157,oak,Mexico,23.6585116,-102.0077097
973,Armor’s Undermining Modesty,21,oak,Mexico,23.6585116,-102.0077097
974,The Camperdown Elm,11,oak,Mexico,23.6585116,-102.0077097
975,To a Friend in the Making,9,oak,Mexico,23.6585116,-102.0077097
976,UK,14,crystal,Namibia,-23.2335499,17.3231107
977,Novices,38,crystal,Namibia,-23.2335499,17.3231107
978,Marriage,45,crystal,Namibia,-23.2335499,17.3231107
979,An Octopus,54,crystal,Namibia,-23.2335499,17.3231107
980,An Octopus,70,crystal,Namibia,-23.2335499,17.3231107
981,"Part of a Novel, Part of a Poem, Part of a Play",201,crystal,Namibia,-23.2335499,17.3231107
982,The Plumet Basilisk,38,crystal,Namibia,-23.2335499,17.3231107
983,Four Quartz Crystal Clocks,0,crystal,Namibia,-23.2335499,17.3231107
984,Four Quartz Crystal Clocks,22,crystal,Namibia,-23.2335499,17.3231107
985,Hometown Piece for Messrs. Alston and Reese,2,mocking,Netherlands,52.2434979,5.6343227
986,"Snakes, Mongooses, Snake-Charmers, and the Like",20,amber,Netherlands,52.2434979,5.6343227
987,A Jellyfish,3,amber,Netherlands,52.2434979,5.6343227
988,Pigeons,26,dutch,Netherlands,52.2434979,5.6343227
989,The Old Dominion,132,dutch,Netherlands,52.2434979,5.6343227
990,The Old Dominion,331,hyacinth,Netherlands,52.2434979,5.6343227
991,His Shield,3,echidna,Netherlands,52.2434979,5.6343227
992,Pigeons,59,papuan,New Guinea,-5.52259305,142.0870905
993,To a Snail,0,snail,New Zealand,-41.5000831,172.8344077
994,UK,12,snail,New Zealand,-41.5000831,172.8344077
995,An Octopus,107,snail,New Zealand,-41.5000831,172.8344077
996,Tom Fool at Jamaica,7,snail,New Zealand,-41.5000831,172.8344077
997,Poetry,16,wild,Niger,17.7356214,9.3238432
998,UK,21,wild,Niger,17.7356214,9.3238432
999,The Labors of Hercules,30,wild,Niger,17.7356214,9.3238432
1000,"Snakes, Mongooses, Snake-Charmers, and the Like",7,wild,Niger,17.7356214,9.3238432
1001,Bowls,3,wild,Niger,17.7356214,9.3238432
1002,An Octopus,111,wild,Niger,17.7356214,9.3238432
1003,Sea Unicorns and Land Unicorns,71,wild,Niger,17.7356214,9.3238432
1004,Sea Unicorns and Land Unicorns,87,wild,Niger,17.7356214,9.3238432
1005,The Jerboa,25,wild,Niger,17.7356214,9.3238432
1006,Camellia Sabina,33,wild,Niger,17.7356214,9.3238432
1007,Camellia Sabina,34,wild,Niger,17.7356214,9.3238432
1008,The Buffalo,16,wild,Niger,17.7356214,9.3238432
1009,Nine Nectarines and Other Porcelain,22,wild,Niger,17.7356214,9.3238432
1010,Nine Nectarines and Other Porcelain,23,wild,Niger,17.7356214,9.3238432
1011,The Old Dominion,9,wild,Niger,17.7356214,9.3238432
1012,He “Digesteth Harde Yron”,51,wild,Niger,17.7356214,9.3238432
1013,He “Digesteth Harde Yron”,55,wild,Niger,17.7356214,9.3238432
1014,Old Amusement Park,29,wild,Niger,17.7356214,9.3238432
1015,To a Friend in the Making,1,wild,Niger,17.7356214,9.3238432
1016,The Buffalo,2,niger,Niger,17.7356214,9.3238432
1017,"Part of a Novel, Part of a Poem, Part of a Play",123,horned,Norway,60.5000209,9.0999715
1018,The Plumet Basilisk,70,horned,Norway,60.5000209,9.0999715
1019,His Shield,4,horned,Norway,60.5000209,9.0999715
1020,A Talisman,10,coral,Pacific,10.783194,-174.5085
1021,Black Earth,49,coral,Pacific,10.783194,-174.5085
1022,People’s Surroundings,38,coral,Pacific,10.783194,-174.5085
1023,Spenser’s Ireland,60,coral,Pacific,10.783194,-174.5085
1024,Quoting An Also Private Thought,3,coral,Pacific,10.783194,-174.5085
1025,Charity Overcoming Envy,15,coral,Pacific,10.783194,-174.5085
