,poemname,linenumber,word,country,Latitude,Longitude
1653,In Lieu of the Lyre,23,hat,US,39.7837304,-100.445882
1654,Picking And Choosing,23,linen,US,39.7837304,-100.445882
1655,The Jerboa,37,linen,US,39.7837304,-100.445882
1656,His Shield,20,linen,US,39.7837304,-100.445882
1657,UK,7,gourd,US,39.7837304,-100.445882
1658,"Part of a Novel, Part of a Poem, Part of a Play",29,gourd,US,39.7837304,-100.445882
1659,The Plumet Basilisk,105,gourd,US,39.7837304,-100.445882
1660,An Expedient—Leonardo da Vinci’s—and a Query,8,gourd,US,39.7837304,-100.445882
1661,People’s Surroundings,37,american,US,39.7837304,-100.445882
1662,An Octopus,17,american,US,39.7837304,-100.445882
1663,An Octopus,132,american,US,39.7837304,-100.445882
1664,Nine Nectarines and Other Porcelain,14,american,US,39.7837304,-100.445882
1665,The Old Dominion,131,american,US,39.7837304,-100.445882
1666,Style,8,american,US,39.7837304,-100.445882
1667,Old Tiger,9,american,US,39.7837304,-100.445882
1668,New York,0,york,US,39.7837304,-100.445882
1669,The Old Dominion,326,york,US,39.7837304,-100.445882
1670,“Keeping Their World Large”,3,york,US,39.7837304,-100.445882
1671,New York,4,ermine,US,39.7837304,-100.445882
1672,An Octopus,70,ermine,US,39.7837304,-100.445882
1673,Then the Ermine:,0,ermine,US,39.7837304,-100.445882
1674,New York,4,tepee,US,39.7837304,-100.445882
1675,New York,6,spot,US,39.7837304,-100.445882
1676,An Octopus,43,spot,US,39.7837304,-100.445882
1677,An Octopus,145,spot,US,39.7837304,-100.445882
1678,"Part of a Novel, Part of a Poem, Part of a Play",29,spot,US,39.7837304,-100.445882
1679,The Old Dominion,121,spot,US,39.7837304,-100.445882
1680,The Arctic Ox (or Goat),30,spot,US,39.7837304,-100.445882
1681,Old Amusement Park,7,spot,US,39.7837304,-100.445882
1682,Old Tiger,44,spot,US,39.7837304,-100.445882
1683,People’s Surroundings,6,palace,US,39.7837304,-100.445882
1684,People’s Surroundings,83,palace,US,39.7837304,-100.445882
1685,Rescue with Yul Brynner,43,palace,US,39.7837304,-100.445882
1686,Tippoo’s Tiger,5,palace,US,39.7837304,-100.445882
1687,People’s Surroundings,35,mosquito,US,39.7837304,-100.445882
1688,People’s Surroundings,40,surf,US,39.7837304,-100.445882
1689,Novices,39,surf,US,39.7837304,-100.445882
1690,People’s Surroundings,79,desert,US,39.7837304,-100.445882
1691,The Jerboa,85,desert,US,39.7837304,-100.445882
1692,The Jerboa,110,desert,US,39.7837304,-100.445882
1693,The Jerboa,140,desert,US,39.7837304,-100.445882
1694,He “Digesteth Harde Yron”,64,desert,US,39.7837304,-100.445882
1695,In Distrust of Merits,22,desert,US,39.7837304,-100.445882
1696,Leonardo da Vinci’s,12,desert,US,39.7837304,-100.445882
1697,Bowls,6,lacquer,US,39.7837304,-100.445882
1698,Marriage,50,stately,US,39.7837304,-100.445882
1699,Marriage,70,oyster,US,39.7837304,-100.445882
1700,An Octopus,58,stag,US,39.7837304,-100.445882
1701,Spenser’s Ireland,68,stag,US,39.7837304,-100.445882
1702,"Saint Nicholas,",36,stag,US,39.7837304,-100.445882
1703,An Octopus,147,sunflower,US,39.7837304,-100.445882
1704,"Part of a Novel, Part of a Poem, Part of a Play",33,sunflower,US,39.7837304,-100.445882
1705,Camellia Sabina,34,sunflower,US,39.7837304,-100.445882
1706,The Old Dominion,88,sunflower,US,39.7837304,-100.445882
1707,Charity Overcoming Envy,14,sunflower,US,39.7837304,-100.445882
1708,Sea Unicorns and Land Unicorns,19,florida,US,39.7837304,-100.445882
1709,"Part of a Novel, Part of a Poem, Part of a Play",2,steeple,US,39.7837304,-100.445882
1710,"Part of a Novel, Part of a Poem, Part of a Play",23,steeple,US,39.7837304,-100.445882
1711,"Part of a Novel, Part of a Poem, Part of a Play",60,steeple,US,39.7837304,-100.445882
1712,"Part of a Novel, Part of a Poem, Part of a Play",73,steeple,US,39.7837304,-100.445882
1713,"Part of a Novel, Part of a Poem, Part of a Play",77,steeple,US,39.7837304,-100.445882
1714,"Part of a Novel, Part of a Poem, Part of a Play",78,steeple,US,39.7837304,-100.445882
1715,"Part of a Novel, Part of a Poem, Part of a Play",93,arbor,US,39.7837304,-100.445882
1716,The Old Dominion,63,arbor,US,39.7837304,-100.445882
1717,The Plumet Basilisk,11,chieftain,US,39.7837304,-100.445882
1718,The Wood-Weasel,8,chieftain,US,39.7837304,-100.445882
1719,The Plumet Basilisk,55,dove,US,39.7837304,-100.445882
1720,Nine Nectarines and Other Porcelain,51,dove,US,39.7837304,-100.445882
1721,Pigeons,46,dove,US,39.7837304,-100.445882
1722,Pigeons,58,dove,US,39.7837304,-100.445882
1723,The Mind is an Enchanting Thing,29,dove,US,39.7837304,-100.445882
1724,The Frigate Pelican,61,armadillo,US,39.7837304,-100.445882
1725,The Frigate Pelican,84,mangrove,US,39.7837304,-100.445882
1726,The Buffalo,0,buffalo,US,39.7837304,-100.445882
1727,The Buffalo,22,buffalo,US,39.7837304,-100.445882
1728,The Buffalo,32,buffalo,US,39.7837304,-100.445882
1729,The Buffalo,37,buffalo,US,39.7837304,-100.445882
1730,The Buffalo,49,buffalo,US,39.7837304,-100.445882
1731,The Arctic Ox (or Goat),47,buffalo,US,39.7837304,-100.445882
1732,Walking-Sticks and Paperweights and Watermarks,98,juniper,US,39.7837304,-100.445882
1733,Walking-Sticks and Paperweights and Watermarks,107,juniper,US,39.7837304,-100.445882
1734,Walking-Sticks and Paperweights and Watermarks,115,juniper,US,39.7837304,-100.445882
1735,The Old Dominion,154,juniper,US,39.7837304,-100.445882
1736,The Old Dominion,12,hackberry,US,39.7837304,-100.445882
1737,The Old Dominion,159,hackberry,US,39.7837304,-100.445882
1738,The Old Dominion,13,ivy,US,39.7837304,-100.445882
1739,The Old Dominion,63,ivy,US,39.7837304,-100.445882
1740,The Old Dominion,47,virginian,US,39.7837304,-100.445882
1741,The Old Dominion,113,virginian,US,39.7837304,-100.445882
1742,The Old Dominion,66,tidewater,US,39.7837304,-100.445882
1743,The Old Dominion,76,buckeye,US,39.7837304,-100.445882
1744,The Old Dominion,95,magnolia,US,39.7837304,-100.445882
1745,The Old Dominion,234,elf,US,39.7837304,-100.445882
1746,Spenser’s Ireland,2,kindest,US,39.7837304,-100.445882
1747,Elephants,65,soldier,US,39.7837304,-100.445882
1748,In Distrust of Merits,58,soldier,US,39.7837304,-100.445882
1749,W. S. Landor,4,soldier,US,39.7837304,-100.445882
1750,The Mind is an Enchanting Thing,9,kiwi,US,39.7837304,-100.445882
1751,His Shield,9,asbestos,US,39.7837304,-100.445882
1752,Armor’s Undermining Modesty,23,beer,US,39.7837304,-100.445882
1753,For February 14th,6,beer,US,39.7837304,-100.445882
1754,We Call Them the Brave,16,congressionally,US,39.7837304,-100.445882
1755,Tom Fool at Jamaica,2,statesman,US,39.7837304,-100.445882
1756,Tom Fool at Jamaica,38,ted,US,39.7837304,-100.445882
1757,Hometown Piece for Messrs. Alston and Reese,9,yankee,US,39.7837304,-100.445882
1758,Baseball and Writing,59,yankee,US,39.7837304,-100.445882
1759,Hometown Piece for Messrs. Alston and Reese,48,jake,US,39.7837304,-100.445882
1760,Hometown Piece for Messrs. Alston and Reese,49,jake,US,39.7837304,-100.445882
1761,To Victor Hugo of My Crow Pluto,36,peso,US,39.7837304,-100.445882
1762,To Victor Hugo of My Crow Pluto,70,peso,US,39.7837304,-100.445882
1763,The Past is the Present,4,morrow,US,39.7837304,-100.445882
1764,The Arctic Ox (or Goat),25,chinchilla,Venezuela,8.0018709,-66.1109318
